CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-46355.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.08.01;Corrente;-62198.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.08.01;Corrente;-46879.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.08.02;Diferido;-4652.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.08.02;Diferido;524.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.09;Resultado Líquido das Operações Continuadas;134003.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.09;Resultado Líquido das Operações Continuadas;91437.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.11;Lucro/Prejuízo Consolidado do Período;134003.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.11;Lucro/Prejuízo Consolidado do Período;91437.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;134003.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;91437.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.99.01.01;ON;4178.0000000000;N
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.99.01.01;ON;2851.0000000000;N
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
06.981.381/0001-13;2023-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.01;Receita de Venda de Bens e/ou Serviços;1918613.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.01;Receita de Venda de Bens e/ou Serviços;1279967.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.01.01;Receita Líquida;1168137.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.01.01;Receita Líquida;903372.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.01.02;Movimentação de valor justo de ativos biológicos e produtos agrícolas;549764.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.01.02;Movimentação de valor justo de ativos biológicos e produtos agrícolas;78238.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.01.03;Reversão de provisão (provisão) do valor recuperável de produtos agrícolas, líquida;-50822.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.01.03;Reversão de provisão (provisão) do valor recuperável de produtos agrícolas, líquida;-47708.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.01.04;Ganho com venda de fazenda;251534.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.01.04;Ganho com venda de fazenda;346065.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-1142688.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-886225.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.03;Resultado Bruto;775925.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.03;Resultado Bruto;393742.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.04;Despesas/Receitas Operacionais;-85748.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.04;Despesas/Receitas Operacionais;-117919.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.04.01;Despesas com Vendas;-43578.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.04.01;Despesas com Vendas;-41008.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.04.02;Despesas Gerais e Administrativas;-55968.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.04.02;Despesas Gerais e Administrativas;-65792.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.04.04;Outras Receitas Operacionais;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.04.04;Outras Receitas Operacionais;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.04.05;Outras Despesas Operacionais;13829.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.04.05;Outras Despesas Operacionais;-11049.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.04.06;Resultado de Equivalência Patrimonial;-31.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.04.06;Resultado de Equivalência Patrimonial;-70.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;690177.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;275823.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.06;Resultado Financeiro;-52860.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.06;Resultado Financeiro;5886.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.06.01;Receitas Financeiras;320177.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.06.01;Receitas Financeiras;330491.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.06.02;Despesas Financeiras;-373037.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.06.02;Despesas Financeiras;-324605.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.07;Resultado Antes dos Tributos sobre o Lucro;637317.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.07;Resultado Antes dos Tributos sobre o Lucro;281709.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-117217.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-13173.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.08.01;Corrente;-117217.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.08.01;Corrente;-13173.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.08.02;Diferido;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.08.02;Diferido;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.09;Resultado Líquido das Operações Continuadas;520100.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.09;Resultado Líquido das Operações Continuadas;268536.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.11;Lucro/Prejuízo Consolidado do Período;520100.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.11;Lucro/Prejuízo Consolidado do Período;268536.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.99.01;Lucro Básico por Ação;0.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.99.01;Lucro Básico por Ação;0.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.99.01.01;ON;5.2618000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.99.01.01;ON;2.7178000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.99.02;Lucro Diluído por Ação;0.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.99.02;Lucro Diluído por Ação;0.0000000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-07-01;2022-06-30;3.99.02.01;ON;5.2347000000;N
07.628.528/0001-59;2023-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-07-01;2023-06-30;3.99.02.01;ON;2.7028000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.01;Receita de Venda de Bens e/ou Serviços;50371140.0000000000;S
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.01;Receita de Venda de Bens e/ou Serviços;78449827.0000000000;S
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-45840952.0000000000;S
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-73736957.0000000000;S
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.03;Resultado Bruto;4530188.0000000000;S
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;3.03;Resultado Bruto;4712870.0000000000;S
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;3.04;Despesas/Receitas Operacionais;-2213913.0000000000;S
